RESULT_SEQ	resval	RESULT_UNITS	errval	M_DATE	yearm
24352791	76800	pCi/L	1400	1992-11-19	1992
24442542	76400	pCi/L	1400	1992-11-19	1992
24352335	700	pCi/L	NULL	1992-11-02	1992
24374634	700	pCi/L	NULL	1992-11-07	1992
24352389	700	pCi/L	NULL	1992-11-08	1992
23843320	4100	pCi/L	560	1993-12-13	1993
23843384	2620	pCi/L	460	1993-12-13	1993
23843331	3400	pCi/L	460	1993-12-14	1993
23843334	1800	pCi/L	370	1993-12-14	1993
16679889	48211	pCi/L	2189	1993-10-10	1993
16679884	66559852	pCi/L	1818309	1993-11-06	1993
24443026	83800	pCi/L	1400	1992-12-04	1992
24397868	240000	pCi/L	2400	1992-12-04	1992
24353270	234000	pCi/L	2300	1992-12-04	1992
24329688	10400	pCi/L	700	1992-11-06	1992
24419295	788	pCi/L	500	1992-10-23	1992
24419279	2470	pCi/L	500	1992-10-23	1992
24419315	700	pCi/L	NULL	1992-11-01	1992
24373887	52700	pCi/L	1200	1992-10-09	1992
24486327	2910	pCi/L	500	1992-10-12	1992
24373833	2740	pCi/L	500	1992-10-12	1992
24464168	4810000	pCi/L	10000	1992-10-13	1992
24441624	11700000	pCi/L	16000	1992-10-15	1992
24395856	2550	pCi/L	500	1992-09-16	1992
24441287	942000	pCi/L	6990	1992-07-31	1992
23843178	942000	pCi/L	6990	1992-07-31	1992
24417511	700	pCi/L	NULL	1992-08-01	1992
24394970	8690	pCi/L	500	1992-08-01	1992
24461819	3520	pCi/L	400	1992-07-11	1992
24416725	2140	pCi/L	400	1992-07-11	1992
24461867	700	pCi/L	NULL	1992-07-12	1992
24349473	700	pCi/L	NULL	1992-07-12	1992
24439249	700	pCi/L	NULL	1992-07-12	1992
24484176	700	pCi/L	NULL	1992-07-12	1992
24461844	2280	pCi/L	300	1992-07-12	1992
23821022	15700	pCi/L	760	1993-07-14	1993
23820909	700	pCi/L	NULL	1993-08-01	1993
23821046	7360	pCi/L	630	1993-07-23	1993
23820946	5550	pCi/L	580	1993-07-29	1993
23820939	24100	pCi/L	950	1993-07-29	1993
23836078	158000	pCi/L	3100	1993-08-02	1993
24418253	4330	pCi/L	500	1992-08-22	1992
24485001	2670	pCi/L	400	1992-07-27	1992
24396016	4290	pCi/L	540	1992-09-04	1992
24373634	11600	pCi/L	748	1992-09-08	1992
24441150	700	pCi/L	NULL	1992-09-08	1992
24396017	1620	pCi/L	422	1992-09-08	1992
23836181	25600	pCi/L	930	1993-08-11	1993
23836173	26200	pCi/L	950	1993-08-11	1993
24463578	1100	pCi/L	500	1992-08-29	1992
24373499	1220	pCi/L	500	1992-08-29	1992
24328374	13600	pCi/L	700	1992-08-23	1992
24418138	73300000	pCi/L	40000	1992-08-26	1992
23835982	7280	pCi/L	640	1993-08-20	1993
23835584	1510000	pCi/L	29000	1993-08-13	1993
23836164	1550000	pCi/L	30000	1993-08-13	1993
23836163	10400	pCi/L	680	1993-08-13	1993
24351087	5630	pCi/L	600	1992-08-27	1992
25331923	7000000	pCi/L	17900	2001-06-16	2001
15751042	1470	pCi/L	453	2001-06-18	2001
15751045	684	pCi/L	411	2001-06-14	2001
15751051	904000	pCi/L	6470	2001-06-14	2001
15751194	8830	pCi/L	726	2001-05-16	2001
15751191	27400000	pCi/L	35200	2001-05-16	2001
15751206	5620	pCi/L	628	2001-05-16	2001
15751231	1560	pCi/L	425	2001-05-11	2001
15751219	25900	pCi/L	1060	2001-05-14	2001
15751211	15700	pCi/L	857	2001-05-14	2001
15751218	41900	pCi/L	1370	2001-05-14	2001
15751201	1750	pCi/L	426	2001-05-15	2001
16567154	338000	pCi/L	6710	2001-05-08	2001
16653518	14200	pCi/L	864	2001-03-21	2001
16773542	18000	pCi/L	940	2001-03-21	2001
15947940	4820	pCi/L	665	2001-05-02	2001
16773498	2870000	pCi/L	55300	2001-05-02	2001
16653495	3260	pCi/L	607	2001-05-03	2001
15822755	140000	pCi/L	2850	2001-05-07	2001
15886122	2040000	pCi/L	8750	2001-05-07	2001
15751248	62000	pCi/L	1660	2001-04-25	2001
15822760	8760	pCi/L	694	2001-04-27	2001
15822758	2900	pCi/L	654	2001-04-27	2001
15947946	6020	pCi/L	712	2001-04-27	2001
15947948	6710	pCi/L	790	2001-04-27	2001
16268811	9400	pCi/L	800	2001-05-01	2001
16653494	1830000	pCi/L	35700	2001-05-01	2001
16268850	761	pCi/L	363	2001-04-20	2001
16268823	-169	pCi/L	408	2001-04-23	2001
15947978	384000	pCi/L	4070	2001-04-23	2001
16567161	2030000	pCi/L	39400	2001-04-24	2001
16567162	2170000	pCi/L	42200	2001-04-24	2001
16567188	2040	pCi/L	412	2001-04-17	2001
15822773	911	pCi/L	384	2001-04-19	2001
15822767	213000	pCi/L	2840	2001-04-19	2001
16773511	39100	pCi/L	1270	2001-04-20	2001
16268844	17800	pCi/L	896	2001-04-12	2001
16773516	354	pCi/L	349	2001-04-12	2001
16773518	-122	pCi/L	327	2001-04-12	2001
15822768	1800000	pCi/L	35300	2001-04-16	2001
16773531	627	pCi/L	339	2001-04-17	2001
16653509	644	pCi/L	338	2001-04-17	2001
16268857	1350	pCi/L	371	2001-04-17	2001
15947955	390000	pCi/L	3700	2001-04-17	2001
16268833	1530000	pCi/L	7260	2001-04-17	2001
15822784	242	pCi/L	419	2001-03-26	2001
15886156	87980	pCi/L	2780	2001-03-28	2001
15886155	89820	pCi/L	2800	2001-03-28	2001
16567190	-121	pCi/L	401	2001-04-10	2001
16567200	613	pCi/L	364	2001-04-10	2001
16567198	462	pCi/L	358	2001-04-10	2001
16713204	16500	pCi/L	815	2001-04-11	2001
16268837	357000	pCi/L	3400	2001-04-11	2001
16268835	364000	pCi/L	3520	2001-04-11	2001
16713209	44400	pCi/L	1370	2001-04-12	2001
15822790	-500	pCi/L	294	2001-03-06	2001
16773571	204150	pCi/L	4180	2001-02-27	2001
16773570	205630	pCi/L	4210	2001-02-27	2001
16713227	17500	pCi/L	936	2001-02-27	2001
16773565	194410	pCi/L	4030	2001-02-26	2001
15886145	11700000	pCi/L	2210000	2001-04-09	2001
16567197	416000	pCi/L	8200	2001-04-03	2001
15947962	74800	pCi/L	1670	2001-04-04	2001
16773537	11000	pCi/L	729	2001-04-04	2001
16773522	10900	pCi/L	735	2001-04-04	2001
16268849	658000	pCi/L	12900	2001-04-04	2001
16773521	107000	pCi/L	2160	2001-04-04	2001
16567205	11570	pCi/L	1200	2001-03-21	2001
15886157	2880000	pCi/L	56000	2001-03-14	2001
16268880	148	pCi/L	323	2001-03-07	2001
16652769	2070000	pCi/L	8260	2001-02-05	2001
16773574	221	pCi/L	349	2001-02-06	2001
16712459	5780	pCi/L	546	2001-02-06	2001
16713247	8140	pCi/L	645	2001-01-31	2001
15886166	165000	pCi/L	2360	2001-01-31	2001
16567232	115000	pCi/L	1970	2001-01-31	2001
16567229	-604	pCi/L	353	2001-01-31	2001
16713242	12000	pCi/L	741	2001-01-31	2001
16653538	414000	pCi/L	8150	2001-02-01	2001
16565771	19390	pCi/L	1490	2001-01-29	2001
16268914	11700	pCi/L	721	2001-01-29	2001
15822808	408000	pCi/L	8030	2001-01-29	2001
16268909	5580	pCi/L	548	2001-01-30	2001
16268910	-192	pCi/L	338	2001-01-30	2001
23821911	3120	pCi/L	400	1993-04-15	1993
23821901	7140000	pCi/L	13000	1993-04-19	1993
23821888	1140000	pCi/L	5100	1993-04-19	1993
23821890	1510000	pCi/L	5900	1993-04-19	1993
23821898	4390000	pCi/L	9900	1993-04-20	1993
23821866	47500	pCi/L	1100	1993-04-21	1993
23821965	12100	pCi/L	600	1993-04-09	1993
23821979	700	pCi/L	NULL	1993-04-12	1993
23821980	43500	pCi/L	1000	1993-04-12	1993
23821963	1740	pCi/L	300	1993-04-13	1993
23821914	53300	pCi/L	1100	1993-04-14	1993
18522085	1840	pCi/L	444	1994-05-03	1994
18521987	3050	pCi/L	437	1994-04-13	1994
18522131	348000	pCi/L	6760	1994-04-14	1994
18521801	96.8	pCi/L	357	1994-04-14	1994
18514162	280	pCi/L	250	1994-04-14	1994
18522113	9810	pCi/L	591	1994-04-17	1994
23821488	4800	pCi/L	500	1993-05-17	1993
23821405	1910	pCi/L	300	1993-06-05	1993
23821213	3400	pCi/L	440	1993-06-05	1993
23821211	3300	pCi/L	430	1993-06-05	1993
23821408	1850	pCi/L	300	1993-06-05	1993
23821407	1990	pCi/L	300	1993-06-05	1993
23821297	700	pCi/L	NULL	1993-06-14	1993
23812980	1150000	pCi/L	5100	1993-04-01	1993
23812981	1130000	pCi/L	5000	1993-04-01	1993
23812976	664000	pCi/L	3900	1993-04-01	1993
23812950	95600	pCi/L	1500	1993-04-05	1993
23812953	245000	pCi/L	2400	1993-04-05	1993
23821961	299000	pCi/L	2600	1993-04-06	1993
23821977	2830000	pCi/L	8000	1993-04-06	1993
18521771	354	pCi/L	356	1994-04-15	1994
18521777	687	pCi/L	374	1994-04-15	1994
23821459	1670	pCi/L	300	1993-06-02	1993
23821461	1080	pCi/L	300	1993-06-03	1993
23821401	1780	pCi/L	300	1993-06-04	1993
23821234	2400	pCi/L	360	1993-06-14	1993
23821236	5000	pCi/L	500	1993-06-14	1993
23821782	5000	pCi/L	400	1993-05-08	1993
23821226	5290	pCi/L	900	1993-06-16	1993
23821275	2970	pCi/L	430	1993-06-16	1993
24465617	700	pCi/L	NULL	1992-12-04	1992
24486621	700	pCi/L	NULL	1992-10-25	1992
24396568	794	pCi/L	500	1992-10-25	1992
24441840	700	pCi/L	NULL	1992-11-01	1992
24353454	3060	pCi/L	500	1992-12-16	1992
24330835	1400	pCi/L	500	1992-12-18	1992
23843569	195000	pCi/L	3800	1993-12-02	1993
23843576	22000	pCi/L	910	1993-12-02	1993
23843866	12800	pCi/L	740	1993-10-29	1993
23843841	4590000	pCi/L	88000	1993-11-02	1993
23843893	222000	pCi/L	4300	1993-11-03	1993
24567692	700	pCi/L	NULL	1992-11-11	1992
22777476	160	pCi/L	NULL	1993-11-29	1993
22777492	700	pCi/L	NULL	1993-11-29	1993
23843469	3440	pCi/L	490	1993-12-05	1993
24375215	700	pCi/L	NULL	1992-11-30	1992
24375428	2170	pCi/L	440	1992-12-01	1992
23843462	1390	pCi/L	440	1993-12-05	1993
23843566	14500	pCi/L	780	1993-12-03	1993
23843567	16100	pCi/L	810	1993-12-03	1993
23843977	13300	pCi/L	750	1993-10-25	1993
23843471	26000	pCi/L	970	1993-12-05	1993
23843424	29400	pCi/L	1300	1993-12-05	1993
23835558	96500	pCi/L	1900	1993-10-01	1993
23835559	24900	pCi/L	680	1993-10-01	1993
23835561	26500	pCi/L	690	1993-10-01	1993
23835533	176000	pCi/L	3500	1993-10-05	1993
24442548	1750000	pCi/L	6200	1992-11-19	1992
24487433	1760000	pCi/L	6200	1992-11-19	1992
24397320	1500000	pCi/L	5800	1992-11-24	1992
24420062	12800	pCi/L	700	1992-11-20	1992
24465106	12000	pCi/L	700	1992-11-20	1992
24352843	12200	pCi/L	700	1992-11-20	1992
18528624	1350000	pCi/L	25600	1994-11-01	1994
18528577	200	pCi/L	357	1994-11-07	1994
18528548	18700	pCi/L	888	1994-11-08	1994
18528608	2320000	pCi/L	44500	1994-11-08	1994
18528312	160000	pCi/L	2900	1994-11-28	1994
23843556	1860	pCi/L	440	1993-12-01	1993
23843551	700	pCi/L	NULL	1993-12-01	1993
24330619	8280	pCi/L	600	1992-12-07	1992
16653543	11500	pCi/L	705	2001-01-30	2001
16267513	31200	pCi/L	1110	2001-01-23	2001
16267516	29500	pCi/L	1080	2001-01-23	2001
15946868	2000000	pCi/L	8140	2001-01-24	2001
15946870	72500	pCi/L	1580	2001-01-24	2001
16565760	229000	pCi/L	2710	2001-01-24	2001
16653549	322000	pCi/L	6350	2001-01-25	2001
16267505	990000	pCi/L	5670	2001-01-25	2001
16567234	5750000	pCi/L	13800	2001-01-25	2001
16772562	521	pCi/L	330	2001-01-18	2001
16565785	903	pCi/L	352	2001-01-18	2001
16712457	316000	pCi/L	3180	2001-01-19	2001
15946881	14700	pCi/L	758	2001-01-22	2001
15885218	44700	pCi/L	1300	2001-01-22	2001
15885216	48100	pCi/L	1290	2001-01-22	2001
15821989	151000	pCi/L	2250	2001-01-23	2001
15885217	218000	pCi/L	2700	2001-01-23	2001
15947990	3420	pCi/L	555	2001-02-21	2001
16712477	4010	pCi/L	521	2001-01-16	2001
16565779	401000	pCi/L	2580	2001-01-16	2001
16772580	2700	pCi/L	437	2001-01-18	2001
15946905	4210	pCi/L	487	2001-01-18	2001
16772549	1750000	pCi/L	34000	2001-01-18	2001
16772548	1740000	pCi/L	34100	2001-01-18	2001
15822796	267000	pCi/L	5290	2001-02-15	2001
16773562	4870	pCi/L	600	2001-02-20	2001
16268889	55500	pCi/L	1410	2001-02-13	2001
16268887	54800	pCi/L	1410	2001-02-13	2001
16268890	54800	pCi/L	1410	2001-02-13	2001
23821920	700	pCi/L	NULL	1993-04-15	1993
23821820	172100	pCi/L	64400	1993-04-22	1993
23821852	151000	pCi/L	1900	1993-04-22	1993
23821917	520	pCi/L	NULL	1993-04-09	1993
23821971	700	pCi/L	NULL	1993-04-09	1993
23821933	12000000	pCi/L	17000	1993-04-12	1993
23821934	12400000	pCi/L	17000	1993-04-12	1993
23821949	237000	pCi/L	2300	1993-04-15	1993
18522025	3500	pCi/L	450	1994-04-14	1994
18522114	11500	pCi/L	626	1994-04-17	1994
18521689	209000	pCi/L	4080	1994-04-18	1994
18522124	61000	pCi/L	1260	1994-04-18	1994
23821942	700	pCi/L	NULL	1993-04-15	1993
23821905	64800	pCi/L	1200	1993-04-20	1993
23821873	1590000	pCi/L	6000	1993-04-21	1993
23821872	1530000	pCi/L	5900	1993-04-21	1993
23821855	25200	pCi/L	800	1993-04-21	1993
23821882	8270000	pCi/L	14000	1993-04-21	1993
23821939	7770000	pCi/L	13000	1993-04-12	1993
23821937	9320000	pCi/L	4600	1993-04-12	1993
23821936	13100000	pCi/L	17000	1993-04-12	1993
23821941	16200000	pCi/L	19000	1993-04-12	1993
23821948	3250000	pCi/L	8500	1993-04-13	1993
23821929	38500	pCi/L	1000	1993-04-14	1993
23821950	2020	pCi/L	300	1993-04-14	1993
23821910	14700	pCi/L	600	1993-04-15	1993
23821909	14500	pCi/L	600	1993-04-15	1993
18522043	507	pCi/L	378	1994-04-26	1994
18522079	18400	pCi/L	777	1994-05-04	1994
18521986	7700	pCi/L	543	1994-04-13	1994
18522128	1580000	pCi/L	30400	1994-04-14	1994
18514164	280	pCi/L	260	1994-04-14	1994
18521803	277	pCi/L	366	1994-04-14	1994
18514163	230	pCi/L	250	1994-04-14	1994
18522119	5260	pCi/L	503	1994-04-17	1994
18522117	12100	pCi/L	639	1994-04-17	1994
23821568	3720	pCi/L	400	1993-05-17	1993
23821352	13100	pCi/L	600	1993-06-08	1993
23812952	25100	pCi/L	800	1993-04-06	1993
23821974	9980000	pCi/L	15000	1993-04-07	1993
23821955	700	pCi/L	NULL	1993-04-08	1993
23821966	10200	pCi/L	600	1993-04-08	1993
23821967	10800	pCi/L	600	1993-04-08	1993
18522140	723	pCi/L	363	1994-04-12	1994
18521796	298	pCi/L	362	1994-04-14	1994
23812939	700	pCi/L	NULL	1993-04-03	1993
23821982	700	pCi/L	NULL	1993-04-03	1993
23813006	910	pCi/L	430	1993-04-03	1993
23813007	1100	pCi/L	560	1993-04-03	1993
23821460	700	pCi/L	NULL	1993-06-03	1993
23821464	700	pCi/L	NULL	1993-06-03	1993
23821218	150	pCi/L	NULL	1993-06-03	1993
23821217	140	pCi/L	NULL	1993-06-03	1993
23821276	4400	pCi/L	530	1993-06-16	1993
23812970	2780	pCi/L	400	1993-04-01	1993
23812964	1370	pCi/L	300	1993-04-01	1993
23821538	700	pCi/L	NULL	1993-05-18	1993
23821347	1680	pCi/L	300	1993-06-04	1993
23821452	1880	pCi/L	300	1993-06-03	1993
23821438	700	pCi/L	NULL	1993-06-02	1993
23821310	14100	pCi/L	600	1993-06-11	1993
23821311	14700	pCi/L	600	1993-06-11	1993
23821265	2680	pCi/L	370	1993-06-05	1993
23821264	3210	pCi/L	410	1993-06-05	1993
23821447	700	pCi/L	NULL	1993-06-06	1993
23821258	1460	pCi/L	310	1993-06-06	1993
23821315	720	pCi/L	300	1993-06-16	1993
23821225	2110	pCi/L	510	1993-06-16	1993
23821927	28400	pCi/L	1100	1993-04-25	1993
23821606	6560	pCi/L	500	1993-05-14	1993
23821607	1180	pCi/L	300	1993-05-14	1993
23821850	951000	pCi/L	4600	1993-04-26	1993
23821776	950000	pCi/L	4600	1993-05-03	1993
23821785	12300	pCi/L	600	1993-05-04	1993
18521693	1150	pCi/L	615	1994-06-01	1994
18521692	2950	pCi/L	475	1994-06-01	1994
18521722	4430	pCi/L	514	1994-06-02	1994
18521719	3010	pCi/L	481	1994-06-02	1994
18522343	630	pCi/L	320	1994-05-19	1994
18522344	720	pCi/L	330	1994-05-19	1994
18515465	11700	pCi/L	589	1994-01-12	1994
18515245	126000	pCi/L	2480	1994-02-15	1994
18515244	23700	pCi/L	744	1994-02-15	1994
23813613	4300	pCi/L	830	1993-02-23	1993
23813612	4200	pCi/L	890	1993-02-23	1993
23813682	13800	pCi/L	600	1993-02-23	1993
23813681	16400	pCi/L	700	1993-02-24	1993
23813606	6500	pCi/L	1800	1993-03-04	1993
23813605	6200	pCi/L	1700	1993-03-04	1993
23813521	5510	pCi/L	400	1993-03-04	1993
23813607	6200	pCi/L	1800	1993-03-04	1993
23813460	5300	pCi/L	400	1993-03-04	1993
23813279	700	pCi/L	NULL	1993-03-15	1993
23813241	3360	pCi/L	400	1993-03-15	1993
24465603	4560	pCi/L	600	1992-12-07	1992
24329953	700	pCi/L	NULL	1992-11-13	1992
24374851	700	pCi/L	NULL	1992-11-13	1992
24352651	700	pCi/L	NULL	1992-11-13	1992
24441980	5990	pCi/L	600	1992-10-30	1992
24329618	6950	pCi/L	600	1992-11-04	1992
24396865	130000	pCi/L	1800	1992-11-05	1992
24329542	4900	pCi/L	600	1992-11-05	1992
24374965	14900000	pCi/L	18000	1992-11-18	1992
24329994	12500	pCi/L	700	1992-11-19	1992
24442537	1460000	pCi/L	5700	1992-11-19	1992
24419979	75300	pCi/L	1400	1992-11-19	1992
24419437	700	pCi/L	NULL	1992-11-10	1992
24374625	700	pCi/L	NULL	1992-11-08	1992
23843332	3000	pCi/L	430	1993-12-14	1993
23843291	2500	pCi/L	370	1993-12-15	1993
23843315	2100	pCi/L	390	1993-12-17	1993
23843318	5000	pCi/L	530	1993-12-17	1993
23843317	4700	pCi/L	510	1993-12-17	1993
23843314	8900	pCi/L	690	1993-12-17	1993
23843311	2500	pCi/L	410	1993-12-19	1993
16679892	133052141	pCi/L	3561785	1993-10-10	1993
16679891	146902984	pCi/L	3794514	1993-11-06	1993
24396778	5040000	pCi/L	11000	1992-10-26	1992
24465583	66500	pCi/L	1300	1992-12-04	1992
24329215	1600000	pCi/L	6000	1992-10-20	1992
24352018	1900000	pCi/L	6500	1992-10-21	1992
24486718	6420000	pCi/L	12000	1992-10-21	1992
24486609	1090	pCi/L	500	1992-10-22	1992
24486730	36700	pCi/L	1000	1992-10-23	1992
24329642	700	pCi/L	NULL	1992-11-04	1992
24396222	700	pCi/L	NULL	1992-10-12	1992
24441488	486.83	pCi/L	NULL	1992-10-12	1992
24441489	494.31	pCi/L	NULL	1992-10-12	1992
24463969	700	pCi/L	NULL	1992-10-12	1992
24441589	2590000	pCi/L	7600	1992-10-13	1992
24396276	84000	pCi/L	1400	1992-10-13	1992
24441599	2320000	pCi/L	7200	1992-10-14	1992
24351828	2360000	pCi/L	7200	1992-10-14	1992
24329149	3050000	pCi/L	8200	1992-10-15	1992
24441623	3070000	pCi/L	8200	1992-10-15	1992
24374082	107000	pCi/L	1600	1992-10-16	1992
23821216	150	pCi/L	NULL	1993-06-03	1993
23821232	2030	pCi/L	340	1993-06-14	1993
23821981	894	pCi/L	300	1993-04-02	1993
23812940	1500	pCi/L	300	1993-04-02	1993
23812969	700	pCi/L	NULL	1993-04-01	1993
23821330	1450	pCi/L	300	1993-06-10	1993
23821331	3120	pCi/L	400	1993-06-10	1993
23821534	700	pCi/L	NULL	1993-05-21	1993
23821453	8540	pCi/L	500	1993-06-03	1993
23821395	4250	pCi/L	400	1993-06-04	1993
23821292	89500	pCi/L	1800	1993-06-15	1993
23821266	2200	pCi/L	350	1993-06-05	1993
23821448	700	pCi/L	NULL	1993-06-06	1993
23821259	1310	pCi/L	300	1993-06-06	1993
23821281	33700	pCi/L	1320	1993-06-16	1993
23821250	3440	pCi/L	440	1993-06-11	1993
23821545	8500	pCi/L	500	1993-05-20	1993
23821594	69300	pCi/L	1300	1993-05-14	1993
23821565	20900	pCi/L	700	1993-05-14	1993
23821601	1770	pCi/L	300	1993-05-14	1993
23821848	20100	pCi/L	700	1993-04-26	1993
23821847	19800	pCi/L	700	1993-04-26	1993
23821803	2040000	pCi/L	6800	1993-04-27	1993
23821837	700	pCi/L	NULL	1993-04-27	1993
23821842	700	pCi/L	NULL	1993-04-27	1993
18521709	1420	pCi/L	405	1994-06-07	1994
18521707	4970	pCi/L	496	1994-06-07	1994
18522199	980	pCi/L	388	1994-05-25	1994
18514449	370	pCi/L	330	1994-03-30	1994
18514935	457000	pCi/L	4260	1994-02-24	1994
18515157	622000	pCi/L	12000	1994-02-16	1994
23813571	1000	pCi/L	170	1993-02-23	1993
23813458	2010	pCi/L	300	1993-03-04	1993
23813455	1860	pCi/L	300	1993-03-04	1993
23813321	6120	pCi/L	500	1993-03-12	1993
23813434	10700	pCi/L	600	1993-03-08	1993
23813357	10600	pCi/L	600	1993-03-09	1993
23813653	1520	pCi/L	300	1993-02-25	1993
23813158	15400	pCi/L	600	1993-03-22	1993
23813079	12500	pCi/L	1800	1993-03-22	1993
23813059	1800	pCi/L	510	1993-03-23	1993
23821355	190000	pCi/L	2100	1993-06-08	1993
23821492	670	pCi/L	280	1993-05-17	1993
23821494	6100	pCi/L	540	1993-05-17	1993
23821493	6020	pCi/L	540	1993-05-17	1993
23812982	1780	pCi/L	300	1993-04-01	1993
23821978	9890000	pCi/L	15000	1993-04-01	1993
23821972	700	pCi/L	NULL	1993-04-08	1993
18521797	0	pCi/L	352	1994-04-14	1994
23812972	4650	pCi/L	400	1993-04-03	1993
23821239	2810	pCi/L	380	1993-06-14	1993
23812946	1450	pCi/L	300	1993-04-02	1993
23821398	3870	pCi/L	400	1993-06-04	1993
23821346	2030	pCi/L	300	1993-06-04	1993
23821450	1100	pCi/L	300	1993-06-02	1993
23821270	1760	pCi/L	320	1993-06-05	1993
23821246	1840	pCi/L	340	1993-06-10	1993
23821247	1730	pCi/L	340	1993-06-10	1993
16679988	77082859	pCi/L	620005	1993-06-03	1993
16679991	32297076	pCi/L	282319	1993-06-03	1993
16679987	1297488	pCi/L	8177	1993-05-19	1993
23821819	6000	pCi/L	660	1993-05-02	1993
23821743	4540	pCi/L	400	1993-05-02	1993
23821818	6100	pCi/L	660	1993-05-02	1993
23821877	13100	pCi/L	600	1993-04-23	1993
23821806	1340000	pCi/L	5500	1993-04-27	1993
23821843	700	pCi/L	NULL	1993-04-27	1993
18522308	1600	pCi/L	380	1994-05-27	1994
18522309	1370	pCi/L	360	1994-05-27	1994
18521716	65000	pCi/L	1330	1994-06-02	1994
18522332	4960	pCi/L	550	1994-05-18	1994
18522331	4710	pCi/L	540	1994-05-18	1994
18515466	2970	pCi/L	410	1994-01-12	1994
18515266	19500	pCi/L	703	1994-02-14	1994
18515226	1330000	pCi/L	25400	1994-02-15	1994
18515233	1960000	pCi/L	37300	1994-02-14	1994
23813435	21100	pCi/L	700	1993-03-08	1993
23813258	975	pCi/L	300	1993-03-14	1993
23813245	2200	pCi/L	300	1993-03-15	1993
23813363	700	pCi/L	NULL	1993-03-08	1993
23813658	700	pCi/L	NULL	1993-02-23	1993
23813361	976	pCi/L	200	1993-03-08	1993
23813603	3400	pCi/L	1100	1993-03-04	1993
23813457	2800	pCi/L	400	1993-03-04	1993
23813604	3700	pCi/L	1000	1993-03-04	1993
23813459	2520	pCi/L	1500	1993-03-04	1993
23813259	10500	pCi/L	600	1993-03-12	1993
23813718	912	pCi/L	300	1993-02-23	1993
23813657	1440	pCi/L	300	1993-02-25	1993
23813880	881	pCi/L	300	1993-02-17	1993
23813466	4670	pCi/L	400	1993-03-01	1993
23813081	11700	pCi/L	1800	1993-03-22	1993
23813080	11900	pCi/L	1800	1993-03-22	1993
23813060	29000	pCi/L	6400	1993-03-23	1993
23813343	2190	pCi/L	300	1993-03-09	1993
18514597	71200	pCi/L	1440	1994-01-31	1994
23814187	19000000	pCi/L	20000	1993-01-28	1993
18514881	5950	pCi/L	600	1994-03-05	1994
18514773	5720	pCi/L	516	1994-03-05	1994
18515213	6580	pCi/L	488	1994-02-16	1994
18515210	3210	pCi/L	412	1994-02-16	1994
18515079	5490	pCi/L	444	1994-02-17	1994
18514539	1280000	pCi/L	24700	1994-01-31	1994
23813091	2800	pCi/L	1200	1993-03-22	1993
23813092	2500	pCi/L	1100	1993-03-22	1993
23813074	2900	pCi/L	460	1993-03-23	1993
23813073	2600	pCi/L	360	1993-03-23	1993
23813070	2700	pCi/L	1100	1993-03-23	1993
23813110	1970	pCi/L	300	1993-03-23	1993
23813162	1160	pCi/L	300	1993-03-18	1993
23813396	700	pCi/L	NULL	1993-03-05	1993
23813395	1040	pCi/L	300	1993-03-05	1993
23813284	32500	pCi/L	900	1993-03-14	1993
23813826	7920	pCi/L	500	1993-02-17	1993
23813800	712	pCi/L	300	1993-02-17	1993
23813821	4770	pCi/L	400	1993-02-18	1993
23813686	6310	pCi/L	500	1993-02-19	1993
18515494	480	pCi/L	380	1994-01-10	1994
18515528	22700	pCi/L	880	1994-01-07	1994
18515531	300	pCi/L	400	1994-01-07	1994
18515530	240	pCi/L	400	1994-01-07	1994
18515132	170000	pCi/L	3330	1994-02-18	1994
18515136	4670	pCi/L	432	1994-02-18	1994
24351775	9260	pCi/L	600	1992-10-16	1992
24374005	19800	pCi/L	800	1992-10-18	1992
24463784	1130	pCi/L	500	1992-09-17	1992
24440990	886	pCi/L	500	1992-09-16	1992
24395858	700	pCi/L	NULL	1992-09-16	1992
24373511	700	pCi/L	NULL	1992-09-16	1992
23835924	1510000	pCi/L	29000	1993-08-25	1993
23835925	55900	pCi/L	1400	1993-08-25	1993
24484185	700	pCi/L	NULL	1992-07-12	1992
24371777	794	pCi/L	300	1992-07-12	1992
23820911	700	pCi/L	NULL	1993-08-01	1993
23836097	920	pCi/L	440	1993-08-01	1993
23836096	23200	pCi/L	940	1993-08-01	1993
23820942	28400	pCi/L	990	1993-07-23	1993
23821047	5280	pCi/L	580	1993-07-23	1993
23821049	6230	pCi/L	600	1993-07-23	1993
23836090	8230	pCi/L	640	1993-08-05	1993
23836076	950	pCi/L	440	1993-08-02	1993
24463395	10400	pCi/L	700	1992-08-22	1992
23821140	700	pCi/L	NULL	1993-07-08	1993
24418633	1040	pCi/L	415	1992-09-08	1992
23836180	25500	pCi/L	970	1993-08-11	1993
24418130	700	pCi/L	NULL	1992-08-29	1992
23836171	27500	pCi/L	970	1993-08-11	1993
23836138	700	pCi/L	NULL	1993-08-18	1993
23836140	3990	pCi/L	550	1993-08-19	1993
23835984	8250	pCi/L	620	1993-08-23	1993
23835791	8400	pCi/L	700	1993-08-23	1993
23835790	7900	pCi/L	680	1993-08-23	1993
23836165	8070	pCi/L	640	1993-08-13	1993
24463735	3260	pCi/L	510	1992-08-31	1992
24351428	2060	pCi/L	467	1992-09-01	1992
