STATION_SEQ,STATION_ID,EASTING,NORTHING,LATITUDE,LONGITUDE,ANALYSIS_DATE,COLLECTION_DATE,MDATE,MYEAR,ANALYTE_NAME,RESULT,RESULT_UNITS,PQL,PQL_UNITS,RESULT_SEQ,SAMPLE_SEQ,GROUND_ELEVATION,REFERENCE_ELEVATION,TOP_ELEV,BOTTOM_ELEV
1013073,FSB 98D,436555.87,3681704.28,33.2742356329,-81.6812521179,1991-11-20 00:00:00,1991-10-23 00:00:00,1991-11-20 00:00:00,1991,TRITIUM,2.62e+007,pCi/L,700,pCi/L,23836655,15276668,282.30000000000001,284.60000000000002,222.60000000000002,202.60000000000002
1013109,FSB117D,436881.7,3681450.94,33.271969725,-81.6777359715,1991-08-15 00:00:00,1991-07-29 00:00:00,1991-08-15 00:00:00,1991,TRITIUM,5.74e+006,pCi/L,,,23837905,15273256,228.69999999999999,230.90000000000001,211.90000000000001,191.90000000000001
1013058,FSB 93D,436726.51,3681646.31,33.2737227929,-81.6794158776,1993-11-16 00:00:00,1993-11-04 00:00:00,1993-11-16 00:00:00,1993,TRITIUM,1.39e+007,pCi/L,700,pCi/L,23843827,15282760,273.89999999999998,276.55000000000001,220.55000000000001,200.55000000000001
1013061,FSB 94DR,436658.67,3681589.61,33.2732073975,-81.6801403179,1993-11-17 00:00:00,1993-11-04 00:00:00,1993-11-17 00:00:00,1993,TRITIUM,1.67e+007,pCi/L,700,pCi/L,23843823,15282752,278.39999999999998,281.26999999999998,206.26999999999998,186.16999999999999
1013061,FSB 94DR,436658.67,3681589.61,33.2732073975,-81.6801403179,1993-11-16 00:00:00,1993-11-04 00:00:00,1993-11-16 00:00:00,1993,TRITIUM,1.61e+007,pCi/L,700,pCi/L,23843824,15282752,278.39999999999998,281.26999999999998,206.26999999999998,186.16999999999999
1013048,FSB 88D,436859.74,3682019.67,33.2770981678,-81.6780114013,1991-11-01 00:00:00,1991-10-15 00:00:00,1991-11-01 00:00:00,1991,TRITIUM,108000,pCi/L,700,pCi/L,23837072,15276616,280.10000000000002,282.5,224.5,204.5
1013039,FSB 79,436869.23,3681288.35,33.2705024942,-81.6778585296,1993-11-16 00:00:00,1993-10-31 00:00:00,1993-11-16 00:00:00,1993,TRITIUM,6.92e+006,pCi/L,700,pCi/L,23843833,15282676,216.09999999999999,218,206,176
1013104,FSB114D,437042.39,3682023.28,33.2771414103,-81.6760504428,1991-09-20 00:00:00,1991-09-12 00:00:00,1991-09-20 00:00:00,1991,TRITIUM,9700,pCi/L,,,23837914,15275450,250.19999999999999,252.40000000000001,220,199.90000000000001
1012775,BRR  5D,436190.8,3682152.67,33.2782583899,-81.6852035257,1991-11-20 00:00:00,1991-11-12 00:00:00,1991-11-20 00:00:00,1991,TRITIUM,7020,pCi/L,700,pCi/L,23836698,15276356,292.60000000000002,294.80000000000001,224.30000000000001,204.30000000000001
1013034,FSB 77,436747.53,3681752.41,33.2746810077,-81.6791975931,1993-11-16 00:00:00,1993-11-02 00:00:00,1993-11-16 00:00:00,1993,TRITIUM,4.59e+006,pCi/L,700,pCi/L,23843841,15282698,271.39999999999998,273.39999999999998,218.39999999999998,188.39999999999998
