STATION_SEQ|SITE_ID|STATION_ID|STATION_TYPE|STATION_STATUS_CODE|GRID_PLANE|COORDINATE_STATUS_CODE|NORTHING|EASTING|PLANIMETRIC_UNITS|LONGITUDE|LATITUDE|GROUND_ELEVATION|REFERENCE_ELEVATION|ELEVATION_UNITS|REFERENCE_ELEVATION_CODE|TOP_DEPTH|BOTTOM_DEPTH|DEPTH_UNITS|INSTALLATION_DATE|ISINDOMAIN|ISINDOMAIN2|ISINDOMAIN3|AQUIFER|TOP_ELEV|BOTTOM_ELEV
1016649|19|FOB  5C|MONITORING WELL|ACTIVE|UTM|S|3681447.45904669|436599.11608022|m|-81.6807698013|33.2719217502|256.33999999999997|258.83999999999997|ft|C|107|127.02|ft|1996-10-11||True|True|C|151.83999999999997|131.81999999999999
1016650|19|FOB  7A|MONITORING WELL|ACTIVE|UTM|S|3681895.42520728|436460.63937105|m|-81.6822880348|33.2759540806|295.43000000000001|297.93000000000001|ft|C|190|210.03|ft|1996-10-07||True|True|A|107.93000000000001|87.900000000000006
1016651|19|FOB  7C|MONITORING WELL|ACTIVE|UTM|S|3681899.56473771|436460.51680302|m|-81.6822896413|33.2759914103|295.85000000000002|298.35000000000002|ft|C|127|146.97999999999999|ft|1996-10-08||True|True|C|171.35000000000002|151.37000000000003
1016652|19|FOB  7D|MONITORING WELL|ACTIVE|UTM|S|3681903.82757135|436460.59468589|m|-81.6822891041|33.276029864|295.85000000000002|298.35000000000002|ft|C|82|102|ft|1996-10-09||True|True|D|216.35000000000002|196.35000000000002
1016653|19|FOB  8D|MONITORING WELL|ACTIVE|UTM|S|3681772.17058278|436441.88790604|m|-81.6824807267|33.2748412666|286.37|288.87|ft|C|75|94.969999999999999|ft|1996-10-08||True|True|D|213.87|193.90000000000001
1016654|19|FOB 10D|MONITORING WELL|ACTIVE|UTM|S|3681943.73923326|436735.1824625|m|-81.6793435364|33.2764059995|285.66000000000003|288.16000000000003|ft|C|70.200000000000003|90.040000000000006|ft|1996-09-12||True|True|D|217.96000000000004|198.12
1016655|19|FOB 11D|MONITORING WELL|ACTIVE|UTM|S|3682083.52556294|436957.31362226|m|-81.6769681472|33.2776798306|260.95999999999998|263.45999999999998|ft|C|42|62|ft|1996-09-09||True|True|D|221.45999999999998|201.45999999999998
1016656|19|FOB 12D|MONITORING WELL|ACTIVE|UTM|S|3681701.2127283|436435.3073315|m|-81.682546404|33.2742008664|276.33999999999997|278.83999999999997|ft|C|77|97.019999999999996|ft|1996-10-08||True|True|D|201.83999999999997|181.81999999999999
1016682|19|FOB  9D|MONITORING WELL|ACTIVE|UTM|S|3681923.95686866|436648.82774552|m|-81.6802693808|33.2762224994|292.63|295.13|ft|C|80|100|ft|1996-09-11||True|True|D|215.13|195.13
1016683|19|FOB 11C|MONITORING WELL|ACTIVE|UTM|S|3682088.3189746|436958.09449476|m|-81.6769600962|33.277723111|261.20999999999998|263.70999999999998|ft|C|85|105.02|ft|1996-09-10||True|True|C|178.70999999999998|158.69
1016684|19|FIN  2RR|INJECTION WELL|ABANDONED|UTM|S|3681860.2646433|436538.01209241|m|-81.681454791|33.2756415031|287.05000000000001|289.55000000000001|ft|C|75|99.299999999999997|ft|1996-07-10||True|True|D|214.55000000000001|190.25
1016686|19|FIN  2|INJECTION WELL|ABANDONED|UTM|L|3681855.54137692|436533.72403184|m|-81.6815005023|33.2755986486|287|289.5|ft|C|75|99.939999999999998|ft|1995-12-28||True|True|D|214.5|189.56
1016687|19|FIN  2R|INJECTION WELL|ABANDONED|UTM|S|3681856.90347962|436530.18468903|m|-81.6815386009|33.2756107259|287|288|ft|C|75|99.900000000000006|ft|1996-03-21||True|True|D|213|188.09999999999999
1016688|19|FIN  5|INJECTION WELL|ABANDONED|UTM|S|3681943.47138194|436718.02899387|m|-81.6795277019|33.2764025768|288.87|291.38999999999999|ft|C|60|94.900000000000006|ft|1995-12-19||True|True|D|231.38999999999999|196.48999999999998
1016740|2050|FPZ  1A|PIEZOMETER WELL|ACTIVE ECO-SENSITIVE|UTM|L|3681043.41979789|436536.94867474|m|-81.6814089812|33.2682738127|197.90000000000001|200.06|ft|C|13.390000000000001|15.890000000000001|ft|1996-01-04||True|True|D|186.67000000000002|184.17000000000002
1016741|2050|FPZ  2A|PIEZOMETER WELL|ACTIVE ECO-SENSITIVE|UTM|L|3681074.67576295|436546.23207576|m|-81.6813114996|33.2685562759|201.19999999999999|203.41|ft|C|9.3499999999999996|11.85|ft|1996-01-04||True|True|D|194.06|191.56
1016742|2050|FPZ  4A|PIEZOMETER WELL|ACTIVE ECO-SENSITIVE|UTM|L|3681237.51346308|436782.35308005|m|-81.6787877549|33.2700388782|203.09999999999999|205.94|ft|C|8.6400000000000006|11.140000000000001|ft|1996-01-03||True|True|D|197.30000000000001|194.80000000000001
1016743|2050|FPZ  5A|PIEZOMETER WELL|ACTIVE ECO-SENSITIVE|UTM|L|3681133.29218029|436825.05388547|m|-81.6783220232|33.2691013435|190.90000000000001|192.78|ft|C|11.800000000000001|14.300000000000001|ft|1996-01-03||True|True|D|180.97999999999999|178.47999999999999
1016744|2050|FPZ  5B|PIEZOMETER WELL|ACTIVE ECO-SENSITIVE|UTM|L|3681133.29218029|436825.05388547|m|-81.6783220232|33.2691013435|190.90000000000001|192.88|ft|C|1.53|6.5300000000000002|ft|1996-05-28||True|True|D|191.34999999999999|186.34999999999999
1016745|2050|FPZ  6A|PIEZOMETER WELL|ACTIVE ECO-SENSITIVE|UTM|L|3681120.54362076|436872.77744615|m|-81.6778087487|33.2689891509|189.40000000000001|191.53999999999999|ft|C|11.380000000000001|13.880000000000001|ft|1996-01-09||True|True|D|180.16|177.66
1016746|2050|FPZ  6B|PIEZOMETER WELL|ACTIVE ECO-SENSITIVE|UTM|L|3681120.54362076|436872.77744615|m|-81.6778087487|33.2689891509|189.40000000000001|191.59999999999999|ft|C|2.2799999999999998|7.2800000000000002|ft|1996-05-28||True|True|D|189.31999999999999|184.31999999999999
1016747|2050|FPZ  7A|PIEZOMETER WELL|ACTIVE ECO-SENSITIVE|UTM|S|3681207.44099727|436967.8166081|m|-81.6767944033|33.2697784921|194.5|196.16|ft|C|7.75|10.25|ft|1996-01-08||True|True|D|188.41|185.91
1016748|2050|FPZ  7B|PIEZOMETER WELL|ACTIVE ECO-SENSITIVE|UTM|S|3681207.44099727|436967.8166081|m|-81.6767944033|33.2697784921|194.52000000000001|196.40000000000001|ft|C|0.40000000000000002|5.3799999999999999|ft|1996-05-28||True|True|D|196|191.02000000000001
1016749|2050|FPZ  8A|PIEZOMETER WELL|ACTIVE ECO-SENSITIVE|UTM|L|3681282.10223452|437053.29515585|m|-81.6758818393|33.2704569017|187.40000000000001|189.53999999999999|ft|C|14.039999999999999|16.539999999999999|ft|1996-01-08||True|True|D|175.5|173
1016750|2050|FPZ  8B|PIEZOMETER WELL|ACTIVE ECO-SENSITIVE|UTM|L|3681282.10223452|437053.29515585|m|-81.6758818393|33.2704569017|187.40000000000001|189.59999999999999|ft|C|2.5800000000000001|10.08|ft|1996-05-29||True|True|D|187.01999999999998|179.51999999999998
1016829|34|FBP 41C|MONITORING WELL|ACTIVE|UTM|S|3682777.19340353|435800.27932898|m|-81.6894410797|33.2838681487|285.05000000000001|287.58999999999997|ft|S|123|133|ft|1998-03-17||False|True|C|164.58999999999997|154.58999999999997
1016830|34|FBP 42C|MONITORING WELL|ACTIVE|UTM|S|3682896.28605645|435794.92813438|m|-81.6895069889|33.2849419961|285.24000000000001|287.81999999999999|ft|S|114|123.98999999999999|ft|1998-04-01||False|True|C|173.81999999999999|163.82999999999998
1016834|34|FBP 44D|MONITORING WELL|ACTIVE|UTM|S|3682837.25046327|435543.6273959|m|-81.6922013674|33.2843945202|182.62|184.80000000000001|ft|C|14|19|ft|||False|True|D|170.80000000000001|165.80000000000001
1016835|34|FBP 45D|MONITORING WELL|INACTIVE|UTM|S|3682915.40196681|435561.1516927|m|-81.6920187477|33.2851004617|170.41|172.43000000000001|ft|C|4.7999999999999998|9.8000000000000007|ft|||False|True|D|167.63|162.63
1016836|34|FBP 46D|MONITORING WELL|ACTIVE|UTM|S|3682937.54964156|435593.59607122|m|-81.6916719203|33.2853021637|179.44999999999999|181.59999999999999|ft|C|13|18|ft|||False|True|D|168.59999999999999|163.59999999999999
1016837|34|FBP 47D|MONITORING WELL|ACTIVE|UTM|S|3683017.19328737|435606.28407832|m|-81.6915413356|33.2860212739|176.87|179.18000000000001|ft|C|6.0999999999999996|11.1|ft|||False|True|D|173.08000000000001|168.08000000000001
1016838|34|FBP 48D|MONITORING WELL|ACTIVE|UTM|S|3683105.35885911|435580.26529424|m|-81.6918270151|33.2868149351|183.28999999999999|185.47999999999999|ft|C|7.7999999999999998|12.800000000000001|ft|||False|True|D|177.67999999999998|172.67999999999998
1015652|34|FBP 10D|MONITORING WELL|ACTIVE|UTM||3682755.36|435950.62|m|-81.6878251272|33.2836801648|283.80000000000001|286.30000000000001|ft|C|83|103|ft|1993-06-07||False|True|D|203.30000000000001|183.30000000000001
1015608|72|FSL  6D|MONITORING WELL|ACTIVE|UTM||3682329.47|436709.94|m|-81.6796415345|33.2798836596|284.10000000000002|286.80000000000001|ft|S|62|82|ft|1992-05-05||True|True|D|224.80000000000001|204.80000000000001
1015609|72|FSL  8D|MONITORING WELL|ACTIVE|UTM||3682123.89|436778.78|m|-81.678887987|33.2780334473|288.80000000000001|290.80000000000001|ft|C|66|86.099999999999994|ft|1992-05-19||True|True|D|224.80000000000001|204.70000000000002
1015622|72|FSL  9D|MONITORING WELL|ACTIVE|UTM||3682058.81|436837.61|m|-81.6782517526|33.2774498992|283.5|286.60000000000002|ft|S|62|82.099999999999994|ft|1992-04-30||True|True|D|224.60000000000002|204.50000000000003
1015623|72|FSL  7D|MONITORING WELL|ACTIVE|UTM||3682186.17|436722.93|m|-81.6794920359|33.278591912|285.60000000000002|287.60000000000002|ft|C|66|86.099999999999994|ft|1992-06-12||True|True|D|221.60000000000002|201.50000000000003
1015625|72|FSL  3D|MONITORING WELL|ACTIVE|UTM||3682715.95|436706.49|m|-81.6797055975|33.2833693544|300|302.69999999999999|ft|S|74|94.099999999999994|ft|1992-09-23||False|True|D|228.69999999999999|208.59999999999999
1015627|72|FSL  4D|MONITORING WELL|ACTIVE|UTM||3682596.78|436704.74|m|-81.679716058|33.2822943854|292.10000000000002|294.80000000000001|ft|S|68|88.099999999999994|ft|1992-09-16||False|True|D|226.80000000000001|206.70000000000002
1015628|72|FSL  5D|MONITORING WELL|ACTIVE|UTM||3682438.42|436696.73|m|-81.6797909987|33.2808655702|289.69999999999999|292.39999999999998|ft|S|66|86.200000000000003|ft|1992-10-06||False|True|D|226.39999999999998|206.19999999999999
1015647|34|FBP  5D|MONITORING WELL|ACTIVE|UTM||3682818.38|436107.55|m|-81.6861444117|33.2842578935|290.10000000000002|292.60000000000002|ft|S|77.5|97.5|ft|1993-06-15||False|True|D|215.10000000000002|195.10000000000002
1015648|34|FBP  6D|MONITORING WELL|ACTIVE|UTM||3682841.94|435891.85|m|-81.6884623487|33.2844575866|287.30000000000001|289.89999999999998|ft|S|89|109|ft|1993-06-01||False|True|D|200.89999999999998|180.89999999999998
1015649|34|FBP  7D|MONITORING WELL|ACTIVE|UTM||3682934.16|435949.78|m|-81.6878467978|33.285292817|292.19999999999999|294.69999999999999|ft|C|89|109|ft|1993-06-17||False|True|D|205.69999999999999|185.69999999999999
1015650|34|FBP  8D|MONITORING WELL|ACTIVE|UTM||3682898.57|436166.96|m|-81.6855120987|33.2849846947|285.80000000000001|288.30000000000001|ft|S|93|113|ft|1993-06-18||False|True|D|195.30000000000001|175.30000000000001
1015651|34|FBP  9D|MONITORING WELL|ACTIVE|UTM||3682909.87|436040.99|m|-81.6868656223|33.2850791479|281.5|284.23000000000002|ft|S|84|104|ft|1993-06-15||False|True|D|200.23000000000002|180.23000000000002
1015658|19|FIW  1MC|WELL|ABANDONED|UTM||3682122.61|436719.75|m|-81.6795217403|33.2780184389|293.30000000000001|293.69999999999999|ft|C|117|166.90000000000001|ft|1992-04-22||True|True|C|176.69999999999999|126.79999999999998
1015659|19|FIW  1MD|WELL|ABANDONED|UTM||3682152.42|436722.81|m|-81.6794909661|33.2782874931|289.5|291.39999999999998|ft|C|66|86|ft|1992-04-22||True|True|D|225.39999999999998|205.39999999999998
1015660|19|FIW  1PD|WELL|ABANDONED|UTM||3682131.6|436721.54|m|-81.6795031481|33.2780996302|292.89999999999998|294.89999999999998|ft|C|72|92.200000000000003|ft|1992-04-20||True|True|D|222.89999999999998|202.69999999999999
1015661|19|FIW  2C|WELL|ABANDONED|UTM||3682057.94|436721.83|m|-81.6794948871|33.2774352626|291.60000000000002|293.69999999999999|ft|C|113|157.90000000000001|ft|1992-04-06||True|True|C|180.69999999999999|135.79999999999998
1015662|19|FIW  2IC|WELL|ABANDONED|UTM||3682036.06|436725.54|m|-81.679453522|33.2772381313|289.69999999999999|290.5|ft|C|114.5|164.40000000000001|ft|1992-04-20||True|True|C|176|126.09999999999999
1015663|19|FIW  2MA|WELL|ABANDONED|UTM||3682034.37|436719.95|m|-81.6795134268|33.27722256|290.5|292.69999999999999|ft|C|180|190|ft|1992-03-18||True|True|A|112.69999999999999|102.69999999999999
1015664|19|FIW  2MC|WELL|ABANDONED|UTM||3682005.94|436770.42|m|-81.6789695183|33.2769690936|283.89999999999998|285.80000000000001|ft|C|116|156|ft|1992-04-20||True|True|C|169.80000000000001|129.80000000000001
1015665|19|FIW  2MD|WELL|ABANDONED|UTM||3682038.59|436723.62|m|-81.6794743149|33.2772608382|290.30000000000001|290.80000000000001|ft|C|69.5|99.400000000000006|ft|1992-04-06||True|True|D|221.30000000000001|191.40000000000001
1015657|19|FIW  1ID|WELL|ABANDONED|UTM||3682125.61|436720.62|m|-81.6795126082|33.2780455488|293.5|293.89999999999998|ft|C|79.5|99.5|ft|1992-04-22||True|True|D|214.39999999999998|194.39999999999998
1015653|34|FBP 11D|MONITORING WELL|ACTIVE|UTM||3682740.23|436049.11|m|-81.6867664422|33.2835495466|287.30000000000001|289.80000000000001|ft|C|75.200000000000003|95.299999999999997|ft|1993-06-08||False|True|D|214.60000000000002|194.5
1015655|34|FBP 13D|MONITORING WELL|ACTIVE|UTM||3682887.02|435914.44|m|-81.6882229594|33.284865533|295.69999999999999|298.39999999999998|ft|S|103|123|ft|1993-07-12||False|True|D|195.39999999999998|175.39999999999998
1015656|19|FIW  1D|WELL|ABANDONED|UTM||3682121.96|436744.95|m|-81.6792511065|33.278014055|290.89999999999998|292.89999999999998|ft|C|72|92|ft|1992-04-20||True|True|D|220.89999999999998|200.89999999999998
1015810|30|BRR  6B|MONITORING WELL|ACTIVE|UTM||3682296.07|436497.6|m|-81.6819192692|33.279569917|293.89999999999998|296.19999999999999|ft|S|157|167|ft|1993-12-07||True|True|B|139.19999999999999|129.19999999999999
1015811|30|BRR  6C|MONITORING WELL|ACTIVE|UTM||3682297.16|436494.81|m|-81.6819493041|33.2795795841|294|296|ft|S|128|138|ft|1993-12-07||True|True|C|168|158
1015812|30|BRR  6D|MONITORING WELL|ACTIVE|UTM||3682298.04|436491.87|m|-81.681980935|33.2795873481|294.30000000000001|296.19999999999999|ft|S|75|94.900000000000006|ft|1993-12-10||True|True|D|221.19999999999999|201.29999999999998
1015813|30|BRR  7B|MONITORING WELL|ABANDONED|UTM||3682353.98|436307.51|m|-81.68396449|33.28008103|289.60000000000002|289.60000000000002|ft|G|138|148|ft|1993-11-19||True|True|B|151.60000000000002|141.60000000000002
1015814|30|BRR  7C|MONITORING WELL|ACTIVE|UTM||3682351.68|436305.65|m|-81.6839843047|33.2800601726|288.89999999999998|291.10000000000002|ft|S|103|113|ft|1993-11-23||True|True|C|188.10000000000002|178.10000000000002
1015815|30|BRR  7D|MONITORING WELL|ACTIVE|UTM||3682349.38|436303.63|m|-81.6840058334|33.2800393082|289.19999999999999|290.89999999999998|ft|S|67.299999999999997|87.299999999999997|ft|1993-11-23||True|True|D|223.59999999999997|203.59999999999997
1015816|30|BRR  8B|MONITORING WELL|ACTIVE|UTM||3682262.6|436151.28|m|-81.6856356287|33.2792475745|276.69999999999999|279.10000000000002|ft|S|128|138|ft|1994-02-02||True|True|B|151.10000000000002|141.10000000000002
1015817|30|BRR  8C|MONITORING WELL|ACTIVE|UTM||3682263.57|436154.01|m|-81.685606383|33.2792564852|277.69999999999999|279.19999999999999|ft|S|85|95|ft|1994-02-02||True|True|C|194.19999999999999|184.19999999999999
1015999|30|BRR  7BR|MONITORING WELL|ACTIVE|UTM|L|3682353.98|436307.513|m|-81.6839644618|33.2800810278|289.60000000000002|291.80000000000001|ft|S|138|148|ft|1994-02-15||True|True|B|153.80000000000001|143.80000000000001
1016000|30|BRR  8DR|MONITORING WELL|ACTIVE|UTM|L|3682265.408|436158.967|m|-81.6855532854|33.2792733568|277.39999999999998|280.10000000000002|ft|S|58.399999999999999|73.400000000000006|ft|1994-03-02||True|True|D|221.70000000000002|206.70000000000002
1016042|2062|IDL  3A|MONITORING WELL|ACTIVE|UTM|L|3682424.11|436091.34|m|-81.68629065|33.2807007777|257.39999999999998|260.39999999999998|ft|C|0|0|ft|||True|True|A|260.39999999999998|260.39999999999998
1016043|2062|IDL  3B|MONITORING WELL|ACTIVE|UTM|L|3682424.96|436086.24|m|-81.6863454735|33.280708142|256.80000000000001|259|ft|C|0|0|ft|||True|True|B|259|259
1016044|2062|IDL  3C|MONITORING WELL|ACTIVE|UTM|L|3682426.93|436079|m|-81.6864233553|33.2807254813|255.90000000000001|258.80000000000001|ft|C|0|0|ft|||True|True|C|258.80000000000001|258.80000000000001
1016182|19|FSB 25PC|EXTRACTION WELL|ABANDONED|UTM|L|3681387.92|436787.78|m|-81.6787399831|33.2713958067|231.80000000000001|233.80000000000001|ft|C|75.299999999999997|125.2|ft|1993-09-17||True|True|C|158.5|108.60000000000001
1016183|19|FSB 50PC|EXTRACTION WELL|ABANDONED|UTM|L|3681381.33|436801.7|m|-81.6785900668|33.2713371833|229.19999999999999|231.19999999999999|ft|C|74.799999999999997|127.2|ft|1993-09-15||True|True|C|156.39999999999998|103.99999999999999
1016184|19|FSB100PC|EXTRACTION WELL|ABANDONED|UTM|L|3681411.56|436817.5|m|-81.6784225335|33.2716107724|228|230|ft|C|74.700000000000003|126.90000000000001|ft|1993-09-14||True|True|C|155.30000000000001|103.09999999999999
1016185|19|FSB150PC|EXTRACTION WELL|ABANDONED|UTM|L|3681366.69|436755.82|m|-81.6790816499|33.2712024462|234.80000000000001|236.80000000000001|ft|C|74.700000000000003|127.2|ft|1993-09-09||True|True|C|162.10000000000002|109.60000000000001
1016181|19|FSB  0PC|EXTRACTION WELL|ABANDONED|UTM|L|3681393.62|436792.71|m|-81.6786874483|33.2714475076|230.80000000000001|232.69999999999999|ft|C|75.099999999999994|125|ft|1993-09-21||True|True|C|157.59999999999999|107.69999999999999
1013505|19|HSB143C|MONITORING WELL|ACTIVE|UTM||3681779.12|437504.53|m|-81.6710713468|33.2749660659|220.09999999999999|222.40000000000001|ft|S|41|51|ft|1990-10-09||True|True|C|181.40000000000001|171.40000000000001
1013506|19|HSB143D|MONITORING WELL|ACTIVE|UTM||3681783.25|437502.01|m|-81.6710986897|33.2750031709|220.90000000000001|223.09999999999999|ft|S|4|24|ft|1990-10-09||True|True|D|219.09999999999999|199.09999999999999
1012970|34|FBP  4|MONITORING WELL|ACTIVE|UTM||3682902.25|436157.42|m|-81.6856148032|33.2850173217|284.19999999999999|286.39999999999998|ft|S|89|119|ft|1984-07-19||False|True|D|197.39999999999998|167.39999999999998
1013090|19|FSB108D|MONITORING WELL|ACTIVE|UTM||3682108.07|436650.39|m|-81.6802654854|33.2778832202|295.80000000000001|298.19999999999999|ft|S|72|92|ft|1987-10-07||True|True|D|226.19999999999999|206.19999999999999
1013091|19|FSB109D|MONITORING WELL|ACTIVE|UTM||3681891.12|436561.94|m|-81.6812000302|33.2759212146|290.80000000000001|293.30000000000001|ft|S|65|85|ft|1987-10-07||True|True|D|228.30000000000001|208.30000000000001
1013092|19|FSB110C|MONITORING WELL|ABANDONED|UTM||3681420.28|436777.3|m|-81.6788547636|33.2716870673|232.47999999999999|235.03999999999999|ft|S|85|95|ft|1987-09-09||True|True|C|150.03999999999999|140.03999999999999
1013093|19|FSB110D|MONITORING WELL|ABANDONED|UTM||3681419.31|436774.62|m|-81.6788834706|33.2716781612|232.59999999999999|234.69999999999999|ft|S|21.5|41.5|ft|1988-01-26||True|True|D|213.19999999999999|193.19999999999999
1013094|19|FSB111C|MONITORING WELL|ABANDONED|UTM||3681960.79|436902.34|m|-81.6775498803|33.2765695868|274|276.5|ft|S|105|115|ft|1988-02-05||True|True|C|171.5|161.5
1013095|19|FSB111D|MONITORING WELL|ABANDONED|UTM||3681958.82|436899.85|m|-81.6775764793|33.2765516724|274.39999999999998|276.80000000000001|ft|S|52.700000000000003|72.700000000000003|ft|1988-02-05||True|True|D|224.10000000000002|204.10000000000002
1013096|19|FSB112A|MONITORING WELL|ACTIVE|UTM||3681189.74|436439.52|m|-81.6824652833|33.2695878275|227|229.30000000000001|ft|S|136|146|ft|1990-06-22||True|True|A|93.300000000000011|83.300000000000011
1013097|19|FSB112C|MONITORING WELL|ACTIVE|UTM||3681186.21|436436.7|m|-81.6824953128|33.2695558221|227.09999999999999|229.87|ft|S|88|98|ft|1990-06-29||True|True|C|141.87|131.87
1013098|19|FSB112D|MONITORING WELL|ABANDONED|UTM||3681182.62|436433.73|m|-81.6825269486|33.2695232666|227.59999999999999|230.38999999999999|ft|S|18.699999999999999|38.700000000000003|ft|1990-06-28||True|True|D|211.69|191.69
1013099|19|FSB113A|MONITORING WELL|ACTIVE|UTM||3681579.1|437007.49|m|-81.6763942894|33.273133036|221.30000000000001|223.40000000000001|ft|S|130|140.30000000000001|ft|1990-06-08||True|True|A|93.400000000000006|83.099999999999994
1013100|19|FSB113C|MONITORING WELL|ACTIVE|UTM||3681580.32|437012.67|m|-81.6763387564|33.2731443425|221|223.09999999999999|ft|S|57|67|ft|1990-06-13||True|True|C|166.09999999999999|156.09999999999999
1013018|2048|FET  1D|MONITORING WELL|ACTIVE|UTM||3682471.57|437198.98|m|-81.6744001424|33.2811939487|268|270.19999999999999|ft|S|41.100000000000001|61.100000000000001|ft|1988-09-26||False|True|D|229.09999999999999|209.09999999999999
1013019|2048|FET  2D|MONITORING WELL|ACTIVE|UTM||3682384.9|437141.95|m|-81.6750065157|33.2804088944|267.89999999999998|270.19999999999999|ft|S|38.399999999999999|58.399999999999999|ft|1988-08-05||False|True|D|231.79999999999998|211.79999999999998
1013020|2048|FET  3D|MONITORING WELL|ACTIVE|UTM||3682371.99|437168.12|m|-81.674724608|33.2802939768|283.19999999999999|285.5|ft|S|60.200000000000003|80.200000000000003|ft|1988-08-04||False|True|D|225.30000000000001|205.30000000000001
1013021|2048|FET  4D|MONITORING WELL|ACTIVE|UTM||3682393.69|437198.8|m|-81.6743966736|33.2804914904|284.69999999999999|287.10000000000002|ft|S|59.600000000000001|79.599999999999994|ft|1988-08-05||False|True|D|227.50000000000003|207.50000000000003
1013022|19|FMC  4A|MONITORING WELL|ABANDONED|UTM||3681763.49|436539.3|m|-81.6814341814|33.2747687091|282.80000000000001|284.89999999999998|ft|C|117.90000000000001|121.90000000000001|ft|1968-11-25||True|True|A|166.99999999999997|162.99999999999997
1013023|19|FMC  4B|MONITORING WELL|ABANDONED|UTM||3681760.99|436548.28|m|-81.6813375859|33.2747466886|281.60000000000002|283.69999999999999|ft|C|92.299999999999997|96.299999999999997|ft|1968-11-20||True|True|B|191.39999999999998|187.39999999999998
1013024|19|FMC  4C|MONITORING WELL|ABANDONED|UTM||3681757.55|436540.98|m|-81.6814157267|33.2747152315|281.69999999999999|284.19999999999999|ft|C|0|0|ft|1968-11-19||True|True|C|284.19999999999999|284.19999999999999
1013030|19|FSB 76|MONITORING WELL|ACTIVE|UTM||3682122.94|436732.48|m|-81.6793850732|33.2780221625|292|294.39999999999998|ft|S|65|95|ft|1981-10-01||True|True|D|229.39999999999998|199.39999999999998
1013031|19|FSB 76A|MONITORING WELL|ABANDONED|UTM||3682121.05|436734.91|m|-81.6793588487|33.278005258|291.5|294|ft|S|244.09999999999999|254.59999999999999|ft|1984-10-24||True|True|A|49.900000000000006|39.400000000000006
1013032|19|FSB 76B|MONITORING WELL|ABANDONED|UTM||3682119.14|436737.2|m|-81.6793341261|33.277988165|291.39999999999998|294.22000000000003|ft|S|181.69999999999999|192.19999999999999|ft|1984-10-31||True|True|B|112.52000000000004|102.02000000000004
1013033|19|FSB 76C|MONITORING WELL|ACTIVE|UTM||3682117.11|436739.58|m|-81.6793084288|33.2779699948|291.30000000000001|293.80000000000001|ft|S|126|136.5|ft|1984-11-05||True|True|C|167.80000000000001|157.30000000000001
1013034|19|FSB 77|MONITORING WELL|ABANDONED|UTM||3681752.41|436747.53|m|-81.6791975931|33.2746810077|271.39999999999998|273.39999999999998|ft|S|55|85|ft|1981-10-07||True|True|D|218.39999999999998|188.39999999999998
1013035|19|FSB 78|MONITORING WELL|ACTIVE|UTM||3681564.05|436677.96|m|-81.6799314135|33.272977989|270.69999999999999|272.69999999999999|ft|S|53|83|ft|1981-10-08||True|True|D|219.69999999999999|189.69999999999999
1013036|19|FSB 78A|MONITORING WELL|ACTIVE|UTM||3681563.95|436681.09|m|-81.6798977996|33.2729772709|270.5|272.80000000000001|ft|S|231.80000000000001|242.19999999999999|ft|1984-11-01||True|True|A|41|30.600000000000023
1013037|19|FSB 78B|MONITORING WELL|ACTIVE|UTM||3681567.04|436681.1|m|-81.6798979083|33.2730051421|270.80000000000001|273|ft|S|178|188.40000000000001|ft|1984-11-28||True|True|B|95|84.599999999999994
1013038|19|FSB 78C|MONITORING WELL|ACTIVE|UTM||3681567.13|436677.79|m|-81.6799334541|33.2730057595|271.39999999999998|273.60000000000002|ft|S|120|129.80000000000001|ft|1984-11-30||True|True|C|153.60000000000002|143.80000000000001
1013142|549|FTF 19|MONITORING WELL|ACTIVE|UTM||3682598.5|436869.32|m|-81.6779488916|33.282319551|285.30000000000001|287.19999999999999|ft|S|57|87|ft|1984-08-18||False|True|D|230.19999999999999|200.19999999999999
1013143|549|FTF 20|MONITORING WELL|ACTIVE|UTM||3682537.37|436849.6|m|-81.6781563844|33.2817670272|285.30000000000001|287.10000000000002|ft|S|57|87|ft|1984-08-21||False|True|D|230.10000000000002|200.10000000000002
1013144|549|FTF 21|MONITORING WELL|ACTIVE|UTM||3682500.59|436875.85|m|-81.6778719451|33.2814368235|285.69999999999999|287.5|ft|S|57|87|ft|1984-10-25||False|True|D|230.5|200.5
1013145|549|FTF 22|MONITORING WELL|ACTIVE|UTM||3682471.46|436895.58|m|-81.677658053|33.2811752375|284.60000000000002|286.80000000000001|ft|S|42|72|ft|1984-08-29||False|True|D|244.80000000000001|214.80000000000001
1013146|549|FTF 23|MONITORING WELL|ACTIVE|UTM||3682466.79|436961.39|m|-81.6769510584|33.2811369665|284.19999999999999|286|ft|S|53|83|ft|1984-08-07||False|True|D|233|203
1013148|549|FTF 24A|MONITORING WELL|ACTIVE|UTM||3682647.25|436875.44|m|-81.677886573|33.2827596153|268.39999999999998|270.30000000000001|ft|S|35.700000000000003|55.700000000000003|ft|1984-05-02||False|True|A|234.60000000000002|214.60000000000002
1013051|19|FSB 90C|MONITORING WELL|ACTIVE|UTM||3681892.96|436809.36|m|-81.6785435166|33.2759523405|276.10000000000002|278.60000000000002|ft|S|108|118|ft|1987-10-07||True|True|C|170.60000000000002|160.60000000000002
